Age,Education,Occupation,Relationship,Sex,Target
49,Some-college,Other-service,Not-in-family,Male,<=50K
71,HS-grad,Sales,Other-relative,Female,<=50K
38,7th-8th,Craft-repair,Husband,Male,<=50K
39,Masters,Exec-managerial,Husband,Male,<=50K
23,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
29,Bachelors,Sales,Husband,Male,>50K
52,5th-6th,Farming-fishing,Unmarried,Male,<=50K
41,Some-college,Adm-clerical,Wife,Female,>50K
20,Some-college,Other-service,Not-in-family,Male,<=50K
30,Some-college,Tech-support,Husband,Male,<=50K
56,10th,Adm-clerical,Unmarried,Female,<=50K
26,HS-grad,Sales,Unmarried,Female,<=50K
36,HS-grad,Adm-clerical,Unmarried,Female,<=50K
26,Bachelors,Prof-specialty,Own-child,Female,<=50K
58,Assoc-acdm,Machine-op-inspct,Husband,Male,>50K
24,Bachelors,Adm-clerical,Own-child,Male,<=50K
41,Some-college,Sales,Not-in-family,Female,<=50K
27,Some-college,Sales,Own-child,Male,<=50K
28,Some-college,Exec-managerial,Own-child,Male,<=50K
57,HS-grad,Exec-managerial,Husband,Male,<=50K
21,Some-college,Prof-specialty,Own-child,Female,<=50K
50,HS-grad,Handlers-cleaners,Husband,Male,<=50K
27,HS-grad,Handlers-cleaners,Husband,Male,<=50K
58,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
27,Bachelors,Exec-managerial,Husband,Male,<=50K
36,HS-grad,Sales,Unmarried,Female,<=50K
68,Bachelors,Exec-managerial,Husband,Male,>50K
33,HS-grad,Sales,Unmarried,Female,<=50K
19,Some-college,Other-service,Own-child,Female,<=50K
26,HS-grad,Adm-clerical,Unmarried,Female,<=50K
37,HS-grad,Handlers-cleaners,Unmarried,Female,<=50K
53,HS-grad,Machine-op-inspct,Husband,Male,<=50K
32,Some-college,Tech-support,Not-in-family,Male,<=50K
18,11th,Exec-managerial,Own-child,Female,<=50K
53,HS-grad,Craft-repair,Husband,Male,>50K
40,Bachelors,Prof-specialty,Husband,Male,<=50K
50,Some-college,Prof-specialty,Unmarried,Female,<=50K
43,Bachelors,Prof-specialty,Wife,Female,>50K
60,Bachelors,Sales,Husband,Male,>50K
28,HS-grad,Sales,Wife,Female,<=50K
34,HS-grad,Sales,Not-in-family,Male,<=50K
37,HS-grad,Transport-moving,Not-in-family,Male,<=50K
25,HS-grad,Tech-support,Husband,Male,<=50K
46,Masters,Exec-managerial,Husband,Male,>50K
21,11th,Handlers-cleaners,Own-child,Male,<=50K
26,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
47,HS-grad,Adm-clerical,Other-relative,Female,<=50K
18,12th,Handlers-cleaners,Own-child,Male,<=50K
22,Bachelors,Sales,Not-in-family,Female,<=50K
36,Some-college,Machine-op-inspct,Own-child,Female,<=50K
59,HS-grad,Transport-moving,Husband,Male,<=50K
33,HS-grad,Other-service,Wife,Female,<=50K
33,10th,Craft-repair,Not-in-family,Male,<=50K
53,Bachelors,Adm-clerical,Wife,Female,<=50K
44,Some-college,Exec-managerial,Husband,Male,<=50K
55,HS-grad,Exec-managerial,Husband,Male,<=50K
56,HS-grad,Transport-moving,Husband,Male,<=50K
54,Some-college,Sales,Not-in-family,Female,<=50K
51,HS-grad,Prof-specialty,Not-in-family,Male,<=50K
31,Some-college,Adm-clerical,Not-in-family,Female,<=50K
43,Masters,Exec-managerial,Husband,Male,>50K
44,HS-grad,Other-service,Unmarried,Female,<=50K
22,Some-college,Exec-managerial,Own-child,Male,<=50K
43,HS-grad,Other-service,Husband,Male,<=50K
26,Assoc-acdm,Adm-clerical,Unmarried,Female,<=50K
30,Bachelors,Sales,Own-child,Male,<=50K
30,9th,Craft-repair,Husband,Male,<=50K
46,HS-grad,Other-service,Not-in-family,Male,<=50K
27,Bachelors,Sales,Husband,Male,<=50K
26,HS-grad,Craft-repair,Husband,Male,<=50K
36,Bachelors,Exec-managerial,Not-in-family,Male,>50K
25,HS-grad,Craft-repair,Own-child,Male,<=50K
30,Prof-school,Prof-specialty,Not-in-family,Female,<=50K
46,HS-grad,Other-service,Husband,Male,>50K
47,Some-college,Adm-clerical,Wife,Female,>50K
66,Bachelors,Sales,Husband,Male,>50K
43,10th,Handlers-cleaners,Husband,Male,<=50K
71,HS-grad,?,Not-in-family,Female,<=50K
36,Bachelors,Adm-clerical,Husband,Male,>50K
46,HS-grad,?,Not-in-family,Male,<=50K
44,Some-college,Adm-clerical,Unmarried,Female,<=50K
42,Doctorate,Prof-specialty,Husband,Male,<=50K
39,Bachelors,Transport-moving,Husband,Male,>50K
36,Assoc-acdm,Exec-managerial,Husband,Male,>50K
60,Bachelors,Exec-managerial,Husband,Male,>50K
37,Some-college,Machine-op-inspct,Husband,Male,>50K
26,Bachelors,Transport-moving,Own-child,Male,<=50K
24,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
17,11th,?,Own-child,Male,<=50K
45,Masters,Prof-specialty,Not-in-family,Female,<=50K
54,Some-college,Exec-managerial,Husband,Male,>50K
22,Some-college,Sales,Own-child,Female,<=50K
63,Masters,Prof-specialty,Husband,Male,<=50K
22,HS-grad,Craft-repair,Husband,Male,<=50K
27,Some-college,Other-service,Not-in-family,Male,<=50K
33,9th,Craft-repair,Husband,Male,<=50K
64,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
50,Assoc-acdm,Exec-managerial,Husband,Male,>50K
44,Assoc-voc,Prof-specialty,Unmarried,Female,<=50K
31,HS-grad,Transport-moving,Husband,Male,<=50K
44,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
53,10th,Farming-fishing,Husband,Male,<=50K
33,HS-grad,Other-service,Unmarried,Female,<=50K
34,12th,Armed-Forces,Husband,Male,<=50K
27,HS-grad,Transport-moving,Not-in-family,Male,<=50K
43,Assoc-voc,?,Not-in-family,Female,<=50K
80,HS-grad,Exec-managerial,Not-in-family,Male,<=50K
31,Assoc-acdm,Other-service,Not-in-family,Female,<=50K
40,HS-grad,Craft-repair,Husband,Male,>50K
53,Bachelors,Prof-specialty,Husband,Male,<=50K
58,HS-grad,Machine-op-inspct,Husband,Male,<=50K
38,Some-college,Exec-managerial,Husband,Male,>50K
33,Prof-school,Prof-specialty,Husband,Male,>50K
48,Bachelors,Exec-managerial,Husband,Male,>50K
23,Some-college,Exec-managerial,Wife,Female,<=50K
31,HS-grad,Craft-repair,Own-child,Male,<=50K
52,Masters,Sales,Husband,Male,<=50K
24,HS-grad,Tech-support,Own-child,Male,<=50K
45,9th,Farming-fishing,Husband,Male,<=50K
36,HS-grad,Adm-clerical,Wife,Female,>50K
52,5th-6th,Other-service,Unmarried,Female,<=50K
54,HS-grad,Craft-repair,Husband,Male,<=50K
39,Prof-school,Prof-specialty,Husband,Male,>50K
40,Bachelors,Sales,Husband,Male,>50K
28,HS-grad,Tech-support,Not-in-family,Male,<=50K
21,Some-college,?,Own-child,Male,<=50K
23,Some-college,Adm-clerical,Not-in-family,Female,<=50K
36,7th-8th,Craft-repair,Unmarried,Male,<=50K
22,Some-college,Adm-clerical,Own-child,Female,<=50K
55,Masters,Exec-managerial,Husband,Male,<=50K
71,HS-grad,Handlers-cleaners,Not-in-family,Male,<=50K
47,Doctorate,Prof-specialty,Husband,Male,>50K
17,10th,Sales,Own-child,Male,<=50K
31,Bachelors,Exec-managerial,Wife,Female,>50K
32,Some-college,Other-service,Other-relative,Male,<=50K
46,Some-college,Transport-moving,Husband,Male,>50K
27,Bachelors,Exec-managerial,Own-child,Female,<=50K
39,Some-college,Exec-managerial,Husband,Male,>50K
40,HS-grad,Handlers-cleaners,Not-in-family,Female,<=50K
30,HS-grad,Sales,Not-in-family,Female,<=50K
17,9th,Other-service,Unmarried,Male,<=50K
33,Masters,Prof-specialty,Not-in-family,Male,<=50K
72,Doctorate,Prof-specialty,Not-in-family,Male,<=50K
34,Some-college,Adm-clerical,Wife,Female,>50K
65,HS-grad,Craft-repair,Other-relative,Male,<=50K
36,Bachelors,Prof-specialty,Husband,Male,>50K
32,HS-grad,Machine-op-inspct,Unmarried,Male,<=50K
26,Some-college,Adm-clerical,Other-relative,Male,<=50K
22,HS-grad,Handlers-cleaners,Not-in-family,Male,<=50K
47,Prof-school,Prof-specialty,Husband,Male,>50K
31,Some-college,Other-service,Not-in-family,Male,<=50K
28,Bachelors,Sales,Not-in-family,Male,<=50K
38,Masters,Adm-clerical,Not-in-family,Female,>50K
34,Assoc-acdm,Adm-clerical,Husband,Male,<=50K
44,Bachelors,Prof-specialty,Husband,Male,>50K
27,Some-college,Handlers-cleaners,Own-child,Male,<=50K
50,Bachelors,Protective-serv,Husband,Male,>50K
47,HS-grad,Other-service,Wife,Female,<=50K
20,Some-college,Other-service,Not-in-family,Male,<=50K
24,HS-grad,Sales,Not-in-family,Male,<=50K
29,Some-college,Tech-support,Husband,Male,>50K
37,Assoc-voc,Other-service,Unmarried,Female,<=50K
42,Assoc-acdm,Adm-clerical,Not-in-family,Male,<=50K
20,Some-college,?,Own-child,Male,<=50K
68,Some-college,Adm-clerical,Not-in-family,Female,<=50K
22,Some-college,Adm-clerical,Not-in-family,Female,<=50K
72,HS-grad,Sales,Husband,Male,<=50K
45,Some-college,Adm-clerical,Husband,Male,<=50K
30,HS-grad,Other-service,Husband,Male,<=50K
33,HS-grad,Craft-repair,Husband,Male,<=50K
43,HS-grad,Other-service,Husband,Male,>50K
56,Some-college,Exec-managerial,Not-in-family,Male,<=50K
25,Assoc-voc,Farming-fishing,Husband,Male,<=50K
41,HS-grad,Priv-house-serv,Not-in-family,Female,<=50K
25,Bachelors,Other-service,Not-in-family,Female,<=50K
31,Assoc-acdm,Tech-support,Husband,Male,>50K
36,HS-grad,Machine-op-inspct,Husband,Male,<=50K
37,Bachelors,Exec-managerial,Husband,Male,>50K
58,HS-grad,Craft-repair,Husband,Male,<=50K
26,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
55,Some-college,Tech-support,Husband,Male,>50K
46,Some-college,Exec-managerial,Husband,Male,>50K
44,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
44,11th,Other-service,Husband,Male,<=50K
28,Bachelors,Exec-managerial,Not-in-family,Male,<=50K
42,10th,Transport-moving,Husband,Male,<=50K
41,HS-grad,Craft-repair,Not-in-family,Male,<=50K
39,Bachelors,Exec-managerial,Husband,Male,<=50K
64,Assoc-voc,Farming-fishing,Husband,Male,<=50K
20,Some-college,Handlers-cleaners,Own-child,Male,<=50K
45,Some-college,Protective-serv,Husband,Male,>50K
31,HS-grad,Adm-clerical,Husband,Male,<=50K
36,Masters,Exec-managerial,Husband,Male,>50K
32,9th,Other-service,Unmarried,Female,<=50K
33,Assoc-voc,Farming-fishing,Husband,Male,<=50K
51,HS-grad,Exec-managerial,Not-in-family,Female,>50K
36,HS-grad,Machine-op-inspct,Unmarried,Male,<=50K
40,HS-grad,Craft-repair,Not-in-family,Male,<=50K
44,Assoc-voc,Adm-clerical,Husband,Male,>50K
40,HS-grad,Adm-clerical,Unmarried,Female,<=50K
46,Assoc-voc,Adm-clerical,Not-in-family,Female,<=50K
31,Prof-school,Prof-specialty,Husband,Male,>50K
30,HS-grad,Sales,Not-in-family,Female,<=50K
26,HS-grad,Handlers-cleaners,Husband,Male,<=50K
25,Bachelors,Other-service,Other-relative,Male,<=50K
35,Assoc-acdm,Craft-repair,Husband,Male,<=50K
29,Prof-school,Prof-specialty,Other-relative,Male,<=50K
39,Assoc-acdm,Craft-repair,Not-in-family,Male,<=50K
44,Some-college,Other-service,Unmarried,Male,<=50K
37,HS-grad,Machine-op-inspct,Husband,Male,>50K
79,Assoc-voc,Sales,Husband,Male,>50K
36,Bachelors,Exec-managerial,Husband,Male,>50K
44,Some-college,Craft-repair,Husband,Male,>50K
23,HS-grad,Machine-op-inspct,Husband,Male,<=50K
27,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
46,Bachelors,Sales,Husband,Male,>50K
58,HS-grad,Craft-repair,Husband,Male,<=50K
36,Assoc-acdm,Exec-managerial,Not-in-family,Male,<=50K
36,HS-grad,Craft-repair,Husband,Male,>50K
21,Some-college,Adm-clerical,Not-in-family,Male,<=50K
41,HS-grad,Transport-moving,Not-in-family,Female,>50K
49,HS-grad,Machine-op-inspct,Husband,Male,<=50K
34,Bachelors,Sales,Wife,Female,>50K
29,HS-grad,Protective-serv,Husband,Male,<=50K
63,Bachelors,Exec-managerial,Husband,Male,>50K
29,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
65,Some-college,Farming-fishing,Husband,Male,<=50K
26,Bachelors,Other-service,Not-in-family,Female,<=50K
42,Doctorate,Prof-specialty,Husband,Male,>50K
44,Some-college,Adm-clerical,Not-in-family,Female,<=50K
51,HS-grad,?,Not-in-family,Male,<=50K
41,HS-grad,Machine-op-inspct,Husband,Male,<=50K
22,Assoc-acdm,Adm-clerical,Own-child,Female,<=50K
36,Some-college,?,Wife,Female,<=50K
18,11th,Handlers-cleaners,Own-child,Male,<=50K
33,10th,Transport-moving,Husband,Male,<=50K
46,Bachelors,Prof-specialty,Husband,Male,>50K
49,11th,Priv-house-serv,Other-relative,Female,<=50K
41,HS-grad,Adm-clerical,Wife,Female,<=50K
52,Some-college,Adm-clerical,Unmarried,Female,<=50K
40,Some-college,Handlers-cleaners,Not-in-family,Male,<=50K
53,Some-college,Prof-specialty,Unmarried,Female,<=50K
45,HS-grad,Craft-repair,Husband,Male,<=50K
30,10th,Craft-repair,Husband,Male,<=50K
56,HS-grad,Handlers-cleaners,Husband,Male,<=50K
24,HS-grad,Craft-repair,Husband,Male,<=50K
71,7th-8th,Farming-fishing,Husband,Male,<=50K
20,HS-grad,Sales,Not-in-family,Female,<=50K
26,Bachelors,Tech-support,Husband,Male,<=50K
34,HS-grad,Sales,Husband,Male,<=50K
36,9th,?,Unmarried,Female,<=50K
49,HS-grad,Prof-specialty,Unmarried,Female,<=50K
48,Doctorate,Prof-specialty,Husband,Male,>50K
22,HS-grad,Other-service,Own-child,Female,<=50K
30,Some-college,Machine-op-inspct,Not-in-family,Male,<=50K
51,HS-grad,Craft-repair,Not-in-family,Male,<=50K
46,Some-college,Sales,Unmarried,Female,<=50K
32,HS-grad,Exec-managerial,Husband,Male,<=50K
42,Prof-school,Sales,Wife,Female,>50K
52,Some-college,Tech-support,Husband,Male,<=50K
57,HS-grad,Adm-clerical,Other-relative,Female,<=50K
35,Some-college,Adm-clerical,Unmarried,Female,<=50K
52,Masters,Prof-specialty,Husband,Male,>50K
59,9th,?,Not-in-family,Female,<=50K
36,Some-college,Exec-managerial,Unmarried,Female,<=50K
33,Some-college,Exec-managerial,Husband,Male,>50K
67,HS-grad,Protective-serv,Not-in-family,Male,<=50K
31,Some-college,Sales,Husband,Male,<=50K
31,HS-grad,Prof-specialty,Husband,Male,<=50K
28,Some-college,Machine-op-inspct,Not-in-family,Male,<=50K
72,7th-8th,?,Unmarried,Female,<=50K
36,HS-grad,Craft-repair,Not-in-family,Male,<=50K
58,HS-grad,Sales,Husband,Male,>50K
56,HS-grad,Machine-op-inspct,Husband,Male,<=50K
35,Some-college,Sales,Not-in-family,Male,<=50K
37,Assoc-voc,Craft-repair,Husband,Male,>50K
44,Bachelors,Exec-managerial,Unmarried,Female,<=50K
26,HS-grad,Farming-fishing,Own-child,Male,<=50K
51,HS-grad,Transport-moving,Husband,Male,<=50K
31,Some-college,Craft-repair,Husband,Male,>50K
30,Some-college,Sales,Own-child,Female,<=50K
20,Some-college,Adm-clerical,Not-in-family,Female,<=50K
21,Some-college,Adm-clerical,Own-child,Female,<=50K
37,Bachelors,Prof-specialty,Husband,Male,>50K
53,Assoc-voc,Prof-specialty,Husband,Male,>50K
54,HS-grad,Adm-clerical,Husband,Male,<=50K
32,Bachelors,?,Unmarried,Female,<=50K
34,Some-college,?,Wife,Female,>50K
30,Bachelors,Sales,Husband,Male,>50K
43,HS-grad,Exec-managerial,Unmarried,Female,<=50K
48,Assoc-voc,Other-service,Own-child,Female,<=50K
42,Bachelors,Sales,Husband,Male,<=50K
62,HS-grad,Machine-op-inspct,Husband,Male,<=50K
31,HS-grad,Craft-repair,Husband,Male,<=50K
22,HS-grad,Sales,Not-in-family,Male,<=50K
45,Bachelors,Exec-managerial,Husband,Male,<=50K
34,Some-college,Sales,Not-in-family,Male,<=50K
64,HS-grad,Exec-managerial,Husband,Male,<=50K
42,Bachelors,Farming-fishing,Husband,Male,<=50K
60,HS-grad,Sales,Husband,Male,<=50K
44,HS-grad,Craft-repair,Other-relative,Male,<=50K
67,7th-8th,?,Husband,Male,<=50K
45,Assoc-acdm,Tech-support,Unmarried,Female,<=50K
53,Prof-school,Prof-specialty,Husband,Male,>50K
37,Assoc-voc,Transport-moving,Husband,Male,>50K
32,10th,?,Wife,Female,<=50K
23,HS-grad,Other-service,Not-in-family,Female,<=50K
28,Bachelors,Prof-specialty,Husband,Male,<=50K
55,7th-8th,Craft-repair,Husband,Male,<=50K
58,Masters,Adm-clerical,Not-in-family,Female,>50K
74,Some-college,Exec-managerial,Husband,Male,>50K
27,HS-grad,Adm-clerical,Own-child,Male,<=50K
37,HS-grad,Adm-clerical,Unmarried,Female,<=50K
22,Some-college,?,Own-child,Female,<=50K
44,10th,Other-service,Husband,Male,<=50K
23,Assoc-acdm,Adm-clerical,Own-child,Male,<=50K
41,Bachelors,Exec-managerial,Husband,Male,<=50K
45,Some-college,Tech-support,Husband,Male,>50K
29,HS-grad,Machine-op-inspct,Unmarried,Male,<=50K
33,Bachelors,Sales,Not-in-family,Male,>50K
61,Masters,Exec-managerial,Husband,Male,>50K
29,Assoc-acdm,Sales,Wife,Female,>50K
22,Some-college,Sales,Other-relative,Male,<=50K
28,9th,Craft-repair,Not-in-family,Male,<=50K
30,Bachelors,Prof-specialty,Wife,Female,<=50K
20,Some-college,Handlers-cleaners,Own-child,Male,<=50K
28,10th,?,Not-in-family,Male,<=50K
45,HS-grad,Craft-repair,Husband,Male,>50K
19,Some-college,?,Not-in-family,Female,<=50K
42,Assoc-acdm,Exec-managerial,Unmarried,Female,<=50K
34,HS-grad,Craft-repair,Own-child,Male,<=50K
31,Bachelors,Prof-specialty,Husband,Male,>50K
23,Bachelors,Exec-managerial,Own-child,Female,<=50K
50,HS-grad,Craft-repair,Husband,Male,<=50K
40,10th,Exec-managerial,Husband,Male,>50K
57,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
35,Some-college,Adm-clerical,Wife,Female,<=50K
24,Bachelors,Exec-managerial,Own-child,Male,<=50K
27,Some-college,Adm-clerical,Not-in-family,Female,<=50K
27,Some-college,Protective-serv,Own-child,Female,>50K
45,HS-grad,Sales,Husband,Male,<=50K
80,Doctorate,Prof-specialty,Husband,Male,<=50K
23,Some-college,Other-service,Not-in-family,Male,<=50K
46,Some-college,Exec-managerial,Husband,Male,>50K
38,Bachelors,Sales,Husband,Male,>50K
50,HS-grad,Sales,Not-in-family,Male,<=50K
90,Bachelors,Sales,Husband,Male,<=50K
55,Some-college,Sales,Husband,Male,<=50K
72,HS-grad,Exec-managerial,Wife,Female,<=50K
65,Some-college,Adm-clerical,Not-in-family,Female,<=50K
37,10th,Craft-repair,Not-in-family,Male,<=50K
39,HS-grad,Adm-clerical,Wife,Female,<=50K
38,Assoc-voc,Craft-repair,Husband,Male,<=50K
46,Some-college,Exec-managerial,Husband,Male,>50K
50,HS-grad,Sales,Husband,Male,>50K
54,Assoc-acdm,Exec-managerial,Husband,Male,>50K
40,Masters,Sales,Not-in-family,Male,>50K
30,7th-8th,Craft-repair,Husband,Male,<=50K
50,HS-grad,Farming-fishing,Husband,Male,<=50K
28,Some-college,Craft-repair,Not-in-family,Male,<=50K
34,Assoc-voc,Craft-repair,Husband,Male,<=50K
55,HS-grad,Handlers-cleaners,Not-in-family,Male,<=50K
20,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
19,Some-college,?,Not-in-family,Female,<=50K
21,Some-college,Adm-clerical,Not-in-family,Male,<=50K
39,Some-college,Other-service,Not-in-family,Female,<=50K
43,HS-grad,Craft-repair,Husband,Male,>50K
33,HS-grad,Other-service,Unmarried,Male,<=50K
26,Some-college,Adm-clerical,Not-in-family,Female,<=50K
45,Doctorate,Prof-specialty,Husband,Male,>50K
31,Some-college,Other-service,Own-child,Female,<=50K
32,5th-6th,Craft-repair,Husband,Male,<=50K
60,HS-grad,Sales,Husband,Male,<=50K
41,HS-grad,Machine-op-inspct,Husband,Male,>50K
21,Some-college,Other-service,Own-child,Male,<=50K
27,Some-college,Adm-clerical,Unmarried,Female,<=50K
33,5th-6th,Handlers-cleaners,Unmarried,Male,<=50K
43,HS-grad,Craft-repair,Husband,Male,<=50K
27,11th,Craft-repair,Husband,Male,>50K
18,10th,Farming-fishing,Own-child,Male,<=50K
48,Some-college,Exec-managerial,Husband,Male,>50K
37,7th-8th,Exec-managerial,Not-in-family,Male,<=50K
58,HS-grad,Machine-op-inspct,Husband,Male,<=50K
57,12th,Transport-moving,Husband,Male,>50K
42,Bachelors,Adm-clerical,Not-in-family,Female,>50K
24,HS-grad,Adm-clerical,Other-relative,Male,<=50K
26,Bachelors,Other-service,Other-relative,Male,<=50K
43,HS-grad,Craft-repair,Unmarried,Male,<=50K
34,11th,Craft-repair,Husband,Male,<=50K
38,Bachelors,Exec-managerial,Wife,Female,<=50K
51,11th,Farming-fishing,Husband,Male,>50K
31,HS-grad,?,Wife,Female,<=50K
49,Doctorate,Prof-specialty,Wife,Female,>50K
26,Bachelors,Adm-clerical,Own-child,Female,<=50K
28,HS-grad,Transport-moving,Unmarried,Female,<=50K
22,Some-college,Sales,Husband,Male,<=50K
26,HS-grad,Craft-repair,Not-in-family,Male,<=50K
45,9th,Other-service,Husband,Male,>50K
39,Some-college,Exec-managerial,Unmarried,Female,<=50K
23,HS-grad,Sales,Husband,Male,<=50K
62,HS-grad,?,Husband,Male,<=50K
42,Bachelors,Prof-specialty,Husband,Male,>50K
39,HS-grad,Craft-repair,Husband,Male,<=50K
43,Assoc-voc,Craft-repair,Not-in-family,Male,<=50K
33,Some-college,Farming-fishing,Not-in-family,Male,<=50K
68,Bachelors,Exec-managerial,Husband,Male,<=50K
30,Masters,?,Husband,Male,>50K
32,Bachelors,Adm-clerical,Not-in-family,Male,<=50K
25,Some-college,Adm-clerical,Unmarried,Male,<=50K
53,5th-6th,Other-service,Other-relative,Female,<=50K
38,Assoc-voc,Exec-managerial,Husband,Male,>50K
62,HS-grad,?,Husband,Male,<=50K
20,HS-grad,Machine-op-inspct,Own-child,Male,<=50K
26,HS-grad,Craft-repair,Husband,Male,<=50K
23,HS-grad,Transport-moving,Own-child,Male,<=50K
43,HS-grad,Tech-support,Not-in-family,Female,<=50K
29,Some-college,Protective-serv,Not-in-family,Male,<=50K
34,10th,Other-service,Unmarried,Female,<=50K
24,Some-college,Sales,Own-child,Male,<=50K
44,Masters,Prof-specialty,Husband,Male,>50K
19,Some-college,Adm-clerical,Not-in-family,Male,<=50K
47,Bachelors,Adm-clerical,Husband,Male,>50K
40,Some-college,Other-service,Not-in-family,Female,<=50K
45,HS-grad,Sales,Unmarried,Female,<=50K
43,HS-grad,Handlers-cleaners,Unmarried,Female,<=50K
22,9th,?,Not-in-family,Male,<=50K
50,Doctorate,Prof-specialty,Other-relative,Male,>50K
72,Some-college,?,Not-in-family,Male,<=50K
29,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
47,Bachelors,Exec-managerial,Not-in-family,Male,<=50K
24,HS-grad,Sales,Own-child,Male,<=50K
22,Some-college,?,Not-in-family,Male,<=50K
21,HS-grad,Adm-clerical,Own-child,Female,<=50K
30,HS-grad,Exec-managerial,Husband,Male,>50K
37,Some-college,Other-service,Not-in-family,Female,<=50K
74,Prof-school,Prof-specialty,Other-relative,Male,<=50K
70,Some-college,Farming-fishing,Husband,Male,<=50K
27,Assoc-voc,Craft-repair,Husband,Male,<=50K
32,Bachelors,Adm-clerical,Unmarried,Female,<=50K
30,11th,Handlers-cleaners,Husband,Male,<=50K
29,Assoc-voc,Protective-serv,Unmarried,Male,<=50K
18,11th,Handlers-cleaners,Own-child,Male,<=50K
31,HS-grad,Craft-repair,Husband,Male,>50K
39,Some-college,Protective-serv,Husband,Male,<=50K
21,Some-college,Other-service,Own-child,Female,<=50K
31,HS-grad,Transport-moving,Husband,Male,<=50K
33,Some-college,Protective-serv,Husband,Male,<=50K
